# lat,lng,id,name,building_type,type,url,page_type
# Amaro -- Tutti
46.369709,13.070228,ov_centro_medico_san_leone___amaro_46.3697_13.0702,Centro Medico San Leone - Amaro,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/amaro/pages/centro_medico_san_leone_-_amaro_46.3697_13.0702.json,custom
46.368843,13.071390,ov_la_tavola_di_carnia_46.3688_13.0714,La Tavola di Carnia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/amaro/pages/la_tavola_di_carnia_46.3688_13.0714.json,custom
46.371978,13.090302,ov_rifugio_col__46.3720_13.0903,Rifugio Colò,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/amaro/pages/rifugio_col_46.3720_13.0903.json,custom
46.373550,13.081176,ov_cason_dal_stambek_46.3735_13.0812,Cason dal Stambek,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/amaro/pages/cason_dal_stambek_46.3735_13.0812.json,custom
46.371775,13.084641,ov_bar_al_gambero_46.3718_13.0846,Bar al Gambero,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/amaro/pages/bar_al_gambero_46.3718_13.0846.json,custom
46.373044,13.095497,ov_risto_wine_bar_candoni_46.3730_13.0955,Risto Wine Bar Candoni,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/amaro/pages/risto_wine_bar_candoni_46.3730_13.0955.json,custom
46.373487,13.094199,ov_bar_alla_frasca___edicola_tabacchi_lotto_46.3735_13.0942,Bar alla Frasca - Edicola Tabacchi Lotto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/amaro/pages/bar_alla_frasca_-_edicola_tabacchi_lotto_46.3735_13.0942.json,custom
46.373515,13.094261,osm_alla_frasca_46.3735_13.0943,Alla Frasca,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/amaro/pages/alla_frasca_46.3735_13.0943.json,custom
46.373671,13.096049,osm_ufficio_postale_di_amaro_46.3737_13.0960,Ufficio postale di Amaro,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/amaro/pages/ufficio_postale_di_amaro_46.3737_13.0960.json,custom
46.375258,13.096951,osm_biblioteca_comunale_46.3753_13.0970,Biblioteca comunale,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/amaro/pages/biblioteca_comunale_46.3753_13.0970.json,custom
