# lat,lng,id,name,building_type,type
# Rivello -- Tutti
40.088352,15.731065,ov_agriturismo_coccovello_40.0884_15.7311,Agriturismo Coccovello,RESTAURANT,ristorante
40.097715,15.739692,ov_gagliardi_franca_40.0977_15.7397,Gagliardi Franca,RESTAURANT,ristorante
40.080681,15.740120,ov_la_pizzeria_da_massimo_40.0807_15.7401,La Pizzeria da Massimo,RESTAURANT,ristorante
40.101097,15.747524,ov_il_rifugio_del_cavaliere_40.1011_15.7475,Il Rifugio del Cavaliere,RESTAURANT,ristorante
40.078232,15.758933,ov_la_dolce_vita_40.0782_15.7589,La Dolce Vita,RESTAURANT,ristorante
40.078154,15.756612,ov_trattoria_del_pellegrino_40.0782_15.7566,Trattoria del Pellegrino,RESTAURANT,ristorante
40.089217,15.777315,ov_ristorante_pizzeria_nocera_40.0892_15.7773,Ristorante Pizzeria Nocera,RESTAURANT,ristorante
40.073700,15.688660,ov_bar_a__carcara_40.0737_15.6887,Bar A' Carcara,RESTAURANT,bar_cafe
40.079250,15.760080,ov_bar_cavaliere_rivello_40.0793_15.7601,Bar Cavaliere Rivello,RESTAURANT,bar_cafe
40.080371,15.761565,ov_smoking___coffee_40.0804_15.7616,Smoking & Coffee,RESTAURANT,bar_cafe
40.078373,15.756736,ov_barone_40.0784_15.7567,BarOne,RESTAURANT,bar_cafe
40.078360,15.756657,ov_bar_one_40.0784_15.7567,Bar One,RESTAURANT,bar_cafe
40.076575,15.756295,ov_centro_yoga_dharana_40.0766_15.7563,Centro Yoga Dharana,GYM,palestra
