# lat,lng,id,name,building_type,type,url,page_type
# aurigeno -- libraries
46.232317,8.711838,osm_biblioteca_comunale__fondo_angelo_cas____46.2323_8.7118,Biblioteca comunale, Fondo Angelo Casè, Aurigeno,biblioteca,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/aurigeno/pages/biblioteca_comunale_fondo_angelo_cas_aur_46.2323_8.7118.json,custom
