# lat,lng,id,name,building_type,type,url,page_type
# stall -- post_offices
46.887467,13.035741,osm_postpartner_9832__post_shop_46.8875_13.0357,Postpartner 9832, Post Shop,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/veneto/stall/pages/postpartner_9832_post_shop_46.8875_13.0357.json,custom
