# lat,lng,id,name,building_type,type,url,page_type
# Castelferretti -- Tutti
43.606904,13.360276,osm_oasi_cannetacci_43.6069_13.3603,Oasi Cannetacci,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/castelferretti/pages/oasi_cannetacci_43.6069_13.3603.json,custom
43.600817,13.357381,osm_eli_bar_43.6008_13.3574,Eli Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/castelferretti/pages/eli_bar_43.6008_13.3574.json,custom
43.606290,13.366013,osm_caff__emili_43.6063_13.3660,Caffè Emili,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/castelferretti/pages/caff_emili_43.6063_13.3660.json,custom
43.606447,13.365200,osm_bar_caff__al_castello_43.6064_13.3652,Bar Caffè al Castello,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/castelferretti/pages/bar_caff_al_castello_43.6064_13.3652.json,custom
43.606646,13.363934,osm_poste_italiane_castelferretti_43.6066_13.3639,Poste Italiane Castelferretti,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/marche/castelferretti/pages/poste_italiane_castelferretti_43.6066_13.3639.json,custom
