# lat,lng,id,name,building_type,type,url,page_type
# Porretta Terme -- Tutti
44.163261,10.970303,osm_pronto_soccorso_ospedale_costa_44.1633_10.9703,Pronto Soccorso Ospedale Costa,hospital,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/porretta_terme/pages/pronto_soccorso_ospedale_costa_44.1633_10.9703.json,custom
44.155454,10.975800,ov_le_tre_rose_ristorante_44.1555_10.9758,Le Tre Rose Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/porretta_terme/pages/le_tre_rose_ristorante_44.1555_10.9758.json,custom
44.155416,10.976721,ov_ristorante_pizzeria_hotel_la_veranda_44.1554_10.9767,Ristorante Pizzeria Hotel La Veranda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/porretta_terme/pages/ristorante_pizzeria_hotel_la_veranda_44.1554_10.9767.json,custom
44.156943,10.976307,ov_ristorante_pizzeria_la_tana_44.1569_10.9763,Ristorante Pizzeria La Tana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/porretta_terme/pages/ristorante_pizzeria_la_tana_44.1569_10.9763.json,custom
44.155232,10.975634,osm_le_tre_rose_44.1552_10.9756,Le Tre Rose,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/porretta_terme/pages/le_tre_rose_44.1552_10.9756.json,custom
44.155966,10.976162,ov_il_poeta_44.1560_10.9762,Il Poeta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/porretta_terme/pages/il_poeta_44.1560_10.9762.json,custom
44.160670,10.972424,osm_rewind_44.1607_10.9724,Rewind,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/porretta_terme/pages/rewind_44.1607_10.9724.json,custom
44.156732,10.975844,osm_pancaffe__44.1567_10.9758,Pancaffe',bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/porretta_terme/pages/pancaffe_44.1567_10.9758.json,custom
44.153759,10.972742,ov_ufficio_giudice_di_pace_44.1538_10.9727,Ufficio Giudice di Pace,GOVERNMENT,ufficio_pubblico,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/porretta_terme/pages/ufficio_giudice_di_pace_44.1538_10.9727.json,custom
