# lat,lng,id,name,building_type,type,url,page_type
# santa_margherita_ligure -- Tutti
44.334939,9.213382,ov_bar_piero_44.3349_9.2134,Bar Piero,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/bar_piero_44.3349_9.2134.json,custom
44.334823,9.212460,ov_caffe_del_borgo_44.3348_9.2125,Caffe del Borgo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/caffe_del_borgo_44.3348_9.2125.json,custom
44.334997,9.211296,ov_caffetteria_le_mulatte__nuova_gestione___44.3350_9.2113,Caffetteria Le MULATTE (NUOVA GESTIONE) (EX CAFFETTERIA Cris,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/caffetteria_le_mulatte_nuova_gestione_ex_44.3350_9.2113.json,custom
44.335020,9.212276,ov_sunflower_44.3350_9.2123,Sunflower,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/sunflower_44.3350_9.2123.json,custom
44.334876,9.212350,ov_caravaggio_cafe__44.3349_9.2124,Caravaggio Cafe',RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/caravaggio_cafe_44.3349_9.2124.json,custom
44.334825,9.211978,ov_vineria_macchiavello_44.3348_9.2120,Vineria Macchiavello,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/vineria_macchiavello_44.3348_9.2120.json,custom
44.335440,9.214201,ov_terzo_tempo_pub_sml_44.3354_9.2142,Terzo Tempo Pub sml,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/terzo_tempo_pub_sml_44.3354_9.2142.json,custom
44.335612,9.214557,ov_cafe_dal_caboto_44.3356_9.2146,Cafe Dal Caboto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/cafe_dal_caboto_44.3356_9.2146.json,custom
44.335718,9.214342,ov_bar_vittoria_44.3357_9.2143,Bar Vittoria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/bar_vittoria_44.3357_9.2143.json,custom
44.335631,9.203453,ov_bar_la_piazzetta_44.3356_9.2035,Bar la piazzetta,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/bar_la_piazzetta_44.3356_9.2035.json,custom
44.335414,9.204689,ov_tabaccheria_bar_san_siro_44.3354_9.2047,Tabaccheria bar San Siro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/tabaccheria_bar_san_siro_44.3354_9.2047.json,custom
44.335149,9.208329,ov_san_bernardo_44.3351_9.2083,San Bernardo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/san_bernardo_44.3351_9.2083.json,custom
44.335072,9.208291,ov_new_life_di_roberto_bosi_44.3351_9.2083,New Life di Roberto Bosi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/new_life_di_roberto_bosi_44.3351_9.2083.json,custom
44.333909,9.212791,ov_il_baretto_44.3339_9.2128,Il Baretto,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/il_baretto_44.3339_9.2128.json,custom
44.334167,9.210653,ov_bar_al_clubino_44.3342_9.2107,Bar Al Clubino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/bar_al_clubino_44.3342_9.2107.json,custom
44.334689,9.211636,ov_pasticceria_arte_dolce_44.3347_9.2116,Pasticceria Arte Dolce,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/pasticceria_arte_dolce_44.3347_9.2116.json,custom
44.334732,9.212171,ov_seghezzo_fratelli_snc_44.3347_9.2122,Seghezzo Fratelli SNC,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/seghezzo_fratelli_snc_44.3347_9.2122.json,custom
44.334549,9.213149,ov_sottozero_44.3345_9.2131,Sottozero,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/sottozero_44.3345_9.2131.json,custom
44.334388,9.213269,ov_santa_24_44.3344_9.2133,SANTA 24,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/santa_24_44.3344_9.2133.json,custom
44.334261,9.213098,ov_i_lumi_44.3343_9.2131,I Lumi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/i_lumi_44.3343_9.2131.json,custom
44.332978,9.213408,ov_samali__44.3330_9.2134,Samali',RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/samali_44.3330_9.2134.json,custom
44.333123,9.212954,ov_miami_narghil__44.3331_9.2130,Miami Narghilè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/miami_narghil_44.3331_9.2130.json,custom
44.333088,9.213095,ov_sabot_44.3331_9.2131,Sabot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/sabot_44.3331_9.2131.json,custom
44.333105,9.212774,ov_parea_mare_44.3331_9.2128,Parea Mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/parea_mare_44.3331_9.2128.json,custom
44.331302,9.212690,ov_divino_wine_lounge_44.3313_9.2127,Divino Wine Lounge,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/divino_wine_lounge_44.3313_9.2127.json,custom
44.329203,9.214995,ov_tortuga_american_bar_44.3292_9.2150,Tortuga American Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/tortuga_american_bar_44.3292_9.2150.json,custom
44.329607,9.212517,ov_baretto_del_portico_44.3296_9.2125,Baretto del portico,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/baretto_del_portico_44.3296_9.2125.json,custom
44.329786,9.213226,ov_bar_enoteca_giuli_44.3298_9.2132,Bar Enoteca Giuli,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/bar_enoteca_giuli_44.3298_9.2132.json,custom
44.329885,9.216542,ov_terrazza_bagni_sirena_44.3299_9.2165,Terrazza Bagni Sirena,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/terrazza_bagni_sirena_44.3299_9.2165.json,custom
44.330648,9.212395,ov_reve_cafe_restaurant_44.3306_9.2124,Reve Cafe Restaurant,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/reve_cafe_restaurant_44.3306_9.2124.json,custom
44.330693,9.211994,ov_bar_margherita_44.3307_9.2120,Bar Margherita,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/bar_margherita_44.3307_9.2120.json,custom
44.321414,9.215291,ov_covo_di_nord_est_44.3214_9.2153,Covo di Nord-Est,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/covo_di_nord-est_44.3214_9.2153.json,custom
44.336540,9.193830,ov_palestra_wp_44.3365_9.1938,Palestra WP,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/palestra_wp_44.3365_9.1938.json,custom
44.336451,9.209215,ov_arte_di_essere_44.3365_9.2092,Arte di essere,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/arte_di_essere_44.3365_9.2092.json,custom
44.336416,9.208510,ov_scuola_di_danza_beatrice_gardella_44.3364_9.2085,Scuola di danza Beatrice Gardella,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/scuola_di_danza_beatrice_gardella_44.3364_9.2085.json,custom
44.336247,9.206929,ov_palazzetto_dello_sport_44.3362_9.2069,Palazzetto dello Sport,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/palazzetto_dello_sport_44.3362_9.2069.json,custom
44.335674,9.201296,ov_luis_tassara_44.3357_9.2013,Luis Tassara,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/luis_tassara_44.3357_9.2013.json,custom
44.329259,9.213201,ov_portofino_divers_44.3293_9.2132,Portofino Divers,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/portofino_divers_44.3293_9.2132.json,custom
44.329620,9.215880,ov_canottieri_argus_44.3296_9.2159,Canottieri Argus,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/canottieri_argus_44.3296_9.2159.json,custom
44.330393,9.212091,ov_rasta_divers_snc_44.3304_9.2121,Rasta Divers Snc,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/rasta_divers_snc_44.3304_9.2121.json,custom
44.330549,9.210946,ov_diving_evolution_44.3305_9.2109,Diving Evolution,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/diving_evolution_44.3305_9.2109.json,custom
44.330673,9.211681,ov_divesystem_flagship_store_44.3307_9.2117,DiveSystem Flagship Store,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/divesystem_flagship_store_44.3307_9.2117.json,custom
44.330673,9.211316,ov_diving_group_portofino_44.3307_9.2113,Diving Group Portofino,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/diving_group_portofino_44.3307_9.2113.json,custom
44.335464,9.195305,ov_palestra_gianni_figari_44.3355_9.1953,Palestra Gianni Figari,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/palestra_gianni_figari_44.3355_9.1953.json,custom
44.321156,9.214805,ov_exploration_dive_service_44.3212_9.2148,Exploration Dive Service,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/exploration_dive_service_44.3212_9.2148.json,custom
44.325673,9.215321,ov_monica_micheletta_44.3257_9.2153,Monica Micheletta,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/monica_micheletta_44.3257_9.2153.json,custom
44.335208,9.213076,ov_oratorio_di_sant_erasmo_44.3352_9.2131,Oratorio di Sant'Erasmo,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/oratorio_di_santerasmo_44.3352_9.2131.json,custom
44.335194,9.208760,ov_spazio_espositivo_meistri_e_meste__44.3352_9.2088,Spazio Espositivo Meistri E Meste',MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/spazio_espositivo_meistri_e_meste_44.3352_9.2088.json,custom
44.333926,9.213568,ov_monumento_a_cristoforo_colombo_44.3339_9.2136,Monumento a Cristoforo Colombo,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/monumento_a_cristoforo_colombo_44.3339_9.2136.json,custom
44.332690,9.213810,ov_museo_diffuso_del_mare___santa_margherit_44.3327_9.2138,Museo Diffuso del Mare - Santa Margherita Ligure,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/museo_diffuso_del_mare_-_santa_margherit_44.3327_9.2138.json,custom
44.332436,9.213962,ov_castello_di_santa_margherita_ligure_44.3324_9.2140,Castello di Santa Margherita Ligure,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/castello_di_santa_margherita_ligure_44.3324_9.2140.json,custom
44.332490,9.212328,ov_museo_vittorio_giovanni_rossi_44.3325_9.2123,Museo Vittorio Giovanni Rossi,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/museo_vittorio_giovanni_rossi_44.3325_9.2123.json,custom
44.331621,9.210968,ov_villa_durazzo_a_santa_margherita_ligure_44.3316_9.2110,Villa Durazzo a Santa Margherita Ligure,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/villa_durazzo_a_santa_margherita_ligure_44.3316_9.2110.json,custom
44.335276,9.208796,ov_biblioteca_comunale_di_santa_margherita__44.3353_9.2088,Biblioteca Comunale di Santa Margherita Ligure,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/santa_margherita_ligure/pages/biblioteca_comunale_di_santa_margherita__44.3353_9.2088.json,custom
