# lat,lng,id,name,building_type,type,url,page_type
# Casalbuttano ed Uniti -- Tutti
45.248999,9.962676,ov_fondazione_ospedale_della_carita__casa_d_45.2490_9.9627,Fondazione Ospedale Della Carita' Casa Di Riposo Onlus,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/fondazione_ospedale_della_carita_casa_di_45.2490_9.9627.json,custom
45.258450,9.960704,ov_il_poeta_contadino_45.2584_9.9607,il Poeta Contadino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/il_poeta_contadino_45.2584_9.9607.json,custom
45.254353,9.960634,ov_ristorante_cascina_mezzulo_45.2544_9.9606,Ristorante Cascina Mezzulo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/ristorante_cascina_mezzulo_45.2544_9.9606.json,custom
45.252362,9.963852,ov_antica_osteria_da_primo_45.2524_9.9639,Antica Osteria Da Primo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/antica_osteria_da_primo_45.2524_9.9639.json,custom
45.251685,9.964123,ov_amalfitana_di_caschili_salvatore_45.2517_9.9641,Amalfitana di Caschili Salvatore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/amalfitana_di_caschili_salvatore_45.2517_9.9641.json,custom
45.251634,9.961487,ov_osteria_la_granda_45.2516_9.9615,Osteria La Granda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/osteria_la_granda_45.2516_9.9615.json,custom
45.248098,9.959646,ov_la_cossa_bar_trattoria_45.2481_9.9596,La Cossa bar trattoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/la_cossa_bar_trattoria_45.2481_9.9596.json,custom
45.235984,9.960894,ov_domaneschi_luciano_45.2360_9.9609,Domaneschi Luciano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/domaneschi_luciano_45.2360_9.9609.json,custom
45.246571,9.978753,ov_trattoria_scolari_45.2466_9.9788,Trattoria Scolari,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/trattoria_scolari_45.2466_9.9788.json,custom
45.242411,9.992050,ov_belvedere_trattoria_pizzeria_45.2424_9.9921,Belvedere Trattoria Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/belvedere_trattoria_pizzeria_45.2424_9.9921.json,custom
45.251659,9.964630,ov_bar_voghera_45.2517_9.9646,Bar Voghera,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/bar_voghera_45.2517_9.9646.json,custom
45.251171,9.958429,ov_bar_salice_45.2512_9.9584,Bar Salice,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/bar_salice_45.2512_9.9584.json,custom
45.251756,9.961197,ov_enoteca_antico_sole_snc_45.2518_9.9612,Enoteca Antico Sole Snc,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/enoteca_antico_sole_snc_45.2518_9.9612.json,custom
45.251955,9.962998,ov_bar_filanda_da_michel_45.2520_9.9630,Bar Filanda da Michel,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/bar_filanda_da_michel_45.2520_9.9630.json,custom
45.249367,9.962528,ov_tower_caff__45.2494_9.9625,Tower Caffè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/tower_caff_45.2494_9.9625.json,custom
45.242670,9.988280,ov_el_socio___osteria_pub_45.2427_9.9883,El socio - Osteria pub,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/el_socio_-_osteria_pub_45.2427_9.9883.json,custom
45.254155,9.960663,ov_dancenter_scuola_di_danza_45.2542_9.9607,Dancenter Scuola di Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/dancenter_scuola_di_danza_45.2542_9.9607.json,custom
45.247159,9.967350,ov_piscina_comunale_casalbuttano___acquatic_45.2472_9.9674,Piscina comunale Casalbuttano - Acquatica sport e fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/lombardia/casalbuttano_ed_uniti/pages/piscina_comunale_casalbuttano_-_acquatic_45.2472_9.9674.json,custom
