# lat,lng,id,name,building_type,type
# vieste -- restaurants
41.881920,16.176825,osm_la_tipica_paposcia_41.8819_16.1768,La Tipica Paposcia,ristorante,ristorante
41.881260,16.181749,osm_ristorante_la_ripa_41.8813_16.1817,Ristorante La Ripa,ristorante,ristorante
41.790097,16.187799,ov_ristorante_i_delfini_41.7901_16.1878,Ristorante I Delfini,RESTAURANT,ristorante
41.812464,16.148145,ov_masseria_san_salvatore_41.8125_16.1481,Masseria San Salvatore,RESTAURANT,ristorante
41.825684,16.148374,ov_country_house_azienda_agricola_tavernola_41.8257_16.1484,Country House Azienda Agricola Tavernola,RESTAURANT,ristorante
41.853994,16.168104,ov_de_simio_41.8540_16.1681,De Simio,RESTAURANT,ristorante
41.854135,16.168116,ov_ristorante_desimio_41.8541_16.1681,Ristorante Desimio,RESTAURANT,ristorante
41.854173,16.175810,ov_lisa_bay_41.8542_16.1758,Lisa Bay,RESTAURANT,ristorante
41.855322,16.175392,ov_le_tre_vele_41.8553_16.1754,Le Tre Vele,RESTAURANT,ristorante
41.855517,16.173754,ov_ristorante_gianni_e_il_mare_41.8555_16.1738,Ristorante Gianni e il Mare,RESTAURANT,ristorante
41.857881,16.174689,ov_le_due_rose_41.8579_16.1747,Le Due Rose,RESTAURANT,ristorante
41.849207,16.178186,ov_agriturismo_fara_del_falco_41.8492_16.1782,Agriturismo Fara del Falco,RESTAURANT,ristorante
41.849225,16.177995,ov_lido_delfino_41.8492_16.1780,Lido Delfino,RESTAURANT,ristorante
41.882471,16.182970,ov_ristorante_osteria_degli_archi_41.8825_16.1830,Ristorante Osteria Degli Archi,RESTAURANT,ristorante
41.882700,16.182670,ov_donl__ristorante_41.8827_16.1827,Donlù Ristorante,RESTAURANT,ristorante
41.882492,16.181812,ov_ristorante_padre_pio_41.8825_16.1818,Ristorante Padre Pio,RESTAURANT,ristorante
41.882365,16.182064,ov_antichi_sapori_41.8824_16.1821,Antichi Sapori,RESTAURANT,ristorante
41.882370,16.182020,ov_tett__a_tett__vieste_41.8824_16.1820,Tett’ A Tett’ Vieste,RESTAURANT,ristorante
